
========================================================================================================================
All Models Sorted by Price (Input + Output)
========================================================================================================================
Provider                   | Name                                                 |   Input |  Write |   Read |     Out | Model                                               
Groq                       | Qwen3 32B 131k                                       |   $0.29 |        |        |   $0.59 | qwen/qwen3-32b                                      
HuggingFace (sambanova)    | Qwen3-32B                                            |   $0.29 |        |        |   $0.59 | Qwen/Qwen3-32B                                      
AWS Bedrock                | Llama 3 8B Instruct                                  |   $0.30 |        |        |   $0.60 | meta.llama3-8b-instruct-v1:0                        
Avian                      | Meta-Llama-3.1-70B-Instruct                          |   $0.45 |        |        |   $0.45 | Meta-Llama-3.1-70B-Instruct                         
Avian                      | Meta-Llama-3.3-70B-Instruct                          |   $0.45 |        |        |   $0.45 | Meta-Llama-3.3-70B-Instruct                         
HuggingFace (together)     | gpt-oss-120b                                         |   $0.15 |        |        |   $0.75 | openai/gpt-oss-120b                                 
Novita                     | qwen/qwen-2-vl-72b-instruct                          |   $0.45 |        |        |   $0.45 | qwen/qwen-2-vl-72b-instruct                         
OpenRouter                 | UnslopNemo 12B                                       |   $0.45 |        |        |   $0.45 | unslopnemo-12b                                      
HuggingFace (together)     | gpt-oss-120b                                         |   $0.25 |        |        |   $0.69 | openai/gpt-oss-120b                                 
OpenRouter                 | WizardLM-2 8x22B                                     |   $0.48 |        |        |   $0.48 | wizardlm-2-8x22b                                    
OpenRouter                 | WizardLM-2 8x22B                                     |   $0.48 |        |        |   $0.48 | wizardlm-2-8x22b                                    
HuggingFace (novita)       | Qwen3-VL-30B-A3B-Thinking                            |   $0.16 |        |        |   $0.80 | Qwen/Qwen3-VL-30B-A3B-Thinking                      
HuggingFace (novita)       | WizardLM-2-8x22B                                     |   $0.50 |        |        |   $0.50 | alpindale/WizardLM-2-8x22B                          
HuggingFace (nebius)       | Qwen2.5-VL-72B-Instruct                              |   $0.25 |        |        |   $0.75 | Qwen/Qwen2.5-VL-72B-Instruct                        
HuggingFace (together)     | Llama-3.3-70B-Instruct                               |   $0.25 |        |        |   $0.75 | meta-llama/Llama-3.3-70B-Instruct                   
OpenRouter                 | jondurbin/airoboros-l2-70b                           |   $0.50 |        |        |   $0.50 | jondurbin/airoboros-l2-70b                          
OpenAI                     | babbage                                              |   $0.50 |        |        |   $0.50 | babbage                                             
OpenRouter                 | cognitivecomputations/dolphin-mixtral-8x7b           |   $0.50 |        |        |   $0.50 | cognitivecomputations/dolphin-mixtral-8x7b          
OpenRouter                 | DeepSeek Chat V3.1                                   |   $0.20 |        |        |   $0.80 | deepseek/deepseek-chat-v3.1                         
OpenRouter                 | jondurbin/airoboros-l2-70b                           |   $0.50 |        |        |   $0.50 | jondurbin/airoboros-l2-70b                          
OpenRouter                 | microsoft/wizardlm-2-8x22b                           |   $0.50 |        |        |   $0.50 | microsoft/wizardlm-2-8x22b                          
OpenRouter                 | Qwen2.5 VL 72B Instruct                              |   $0.25 |        |        |   $0.75 | qwen2.5-vl-72b-instruct                             
OpenRouter                 | thedrummer/unslopnemo-12b                            |   $0.50 |        |        |   $0.50 | thedrummer/unslopnemo-12b                           
HuggingFace (together)     | DeepSeek-V3.1                                        |   $0.22 |        |        |   $0.80 | deepseek-ai/DeepSeek-V3.1                           
OpenRouter                 | meta-llama/llama-4-maverick                          |   $0.17 |        |        |   $0.85 | meta-llama/llama-4-maverick                         
Together AI                | meta-llama/Meta-Llama-3-70B-Instruct-Lite            |   $0.54 |        |        |   $0.54 | meta-llama/Meta-Llama-3-70B-Instruct-Lite           
Cerebras                   | GPT-OSS 120B                                         |   $0.35 |        |        |   $0.75 | gpt-oss-120b                                        
Fireworks                  | Llama 4 Maverick Instruct (Basic)                    |   $0.22 |        |        |   $0.88 | llama4-maverick-instruct-basic                      
OpenRouter                 | Qwen3 235B-A22B                                      |   $0.22 |        |        |   $0.88 | qwen3-235b-a22b                                     
HuggingFace (fireworks-ai) | Qwen2.5-VL-32B-Instruct                              |   $0.22 |        |        |   $0.88 | Qwen/Qwen2.5-VL-32B-Instruct                        
HuggingFace (together)     | Qwen3-235B-A22B                                      |   $0.22 |        |        |   $0.88 | Qwen/Qwen3-235B-A22B                                
HuggingFace (sambanova)    | Llama-4-Maverick-17B-128E-Instruct                   |   $0.22 |        |        |   $0.88 | meta-llama/Llama-4-Maverick-17B-128E-Instruct       
OpenRouter                 | Ministral 8B 24.10                                   |   $0.10 |        |        |   $1.00 | ministral-8b                                        
HuggingFace (novita)       | ERNIE-4.5-300B-A47B-Base-PT                          |   $0.22 |        |        |   $0.88 | baidu/ERNIE-4.5-300B-A47B-Base-PT                   
HuggingFace (sambanova)    | DeepSeek-V3-0324                                     |   $0.22 |        |        |   $0.90 | deepseek-ai/DeepSeek-V3-0324                        
Together AI                | Llama-4-Maverick-17B-128E-Instruct-FP8               |   $0.27 |        |        |   $0.85 | meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8   
Together AI                | meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8    |   $0.27 |        |        |   $0.85 | meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8   
OpenRouter                 | DeepSeek V3.1 Terminus                               |   $0.23 |        |        |   $0.90 | deepseek-v3.1-terminus                              
AWS Bedrock                | Mixtral 8x7B Instruct                                |   $0.45 |        |        |   $0.70 | mistral.mixtral-8x7b-instruct-v0:1                  
OpenRouter                 | DeepSeek V3 0324                                     |   $0.30 |        |        |   $0.88 | deepseek-chat-v3-0324                               
HuggingFace (together)     | Qwen3-Coder-480B-A35B-Instruct                       |   $0.23 |        |        |   $0.96 | Qwen/Qwen3-Coder-480B-A35B-Instruct                 
HuggingFace (nebius)       | Qwen2.5-VL-72B-Instruct                              |   $0.60 |        |        |   $0.60 | Qwen/Qwen2.5-VL-72B-Instruct                        
HuggingFace (novita)       | MiniMax-M2                                           |   $0.24 |        |        |   $0.96 | MiniMaxAI/MiniMax-M2                                
Mistral                    | Codestral                                            |   $0.30 |        |        |   $0.90 | codestral                                           
OpenRouter                 | ai21/jamba-instruct                                  |   $0.50 |        |        |   $0.70 | ai21/jamba-instruct                                 
OpenRouter                 | Arcee Blitz                                          |   $0.45 |        |        |   $0.75 | arcee-blitz                                         
OpenRouter                 | Codestral 2501                                       |   $0.30 |        |        |   $0.90 | codestral-2501                                      
OpenRouter                 | mistralai/codestral-2501                             |   $0.30 |        |        |   $0.90 | mistralai/codestral-2501                            
OpenRouter                 | Hermes 2 Mixtral 8x7B DPO                            |   $0.60 |        |        |   $0.60 | nous-hermes-2-mixtral-8x7b-dpo                      
OpenRouter                 | nousresearch/nous-hermes-2-mixtral-8x7b-dpo          |   $0.60 |        |        |   $0.60 | nousresearch/nous-hermes-2-mixtral-8x7b-dpo         
OpenRouter                 | qwen/qwen-2.5-vl-72b-instruct                        |   $0.60 |        |        |   $0.60 | qwen/qwen-2.5-vl-72b-instruct                       
Cerebras                   | Qwen 3 32B                                           |   $0.40 |        |        |   $0.80 | qwen-3-32b                                          
HuggingFace (sambanova)    | Qwen3-32B                                            |   $0.40 |        |        |   $0.80 | Qwen/Qwen3-32B                                      
HuggingFace (sambanova)    | Qwen3-32B                                            |   $0.40 |        |        |   $0.80 | Qwen/Qwen3-32B                                      
AWS Bedrock                | Llama 4 Maverick 17B Instruct                        |   $0.24 |        |        |   $0.97 | meta.llama4-maverick-17b-instruct-v1:0              
OpenRouter                 | microsoft/wizardlm-2-8x22b                           |   $0.62 |        |        |   $0.62 | microsoft/wizardlm-2-8x22b                          
HuggingFace (together)     | Meta-Llama-3-70B-Instruct                            |   $0.51 |        |        |   $0.74 | meta-llama/Meta-Llama-3-70B-Instruct                
OpenRouter                 | meta-llama/llama-3-70b-instruct                      |   $0.51 |        |        |   $0.74 | meta-llama/llama-3-70b-instruct                     
OpenRouter                 | Mercury Coder Small Beta                             |   $0.25 |        |        |   $1.00 | mercury-coder-small-beta                            
OpenRouter                 | DeepSeek V3                                          |   $0.38 |        |        |   $0.89 | deepseek-chat                                       
OpenRouter                 | deepseek/deepseek-chat                               |   $0.38 |        |        |   $0.89 | deepseek/deepseek-chat                              
HuggingFace (sambanova)    | DeepSeek-R1-Distill-Llama-70B                        |   $0.64 |        |        |   $0.64 | deepseek-ai/DeepSeek-R1-Distill-Llama-70B           
HuggingFace (together)     | GLM-4.5-Air-FP8                                      |   $0.20 |        |        |   $1.10 | zai-org/GLM-4.5-Air-FP8                             
OpenRouter                 | Coder Large                                          |   $0.50 |        |        |   $0.80 | coder-large                                         
OpenRouter                 | MiniMax-01                                           |   $0.20 |        |        |   $1.10 | minimax-01                                          
OpenRouter                 | minimax/minimax-01                                   |   $0.20 |        |        |   $1.10 | minimax/minimax-01                                  
OpenRouter                 | Skyfall 36B V2                                       |   $0.50 |        |        |   $0.80 | skyfall-36b-v2                                      
OpenRouter                 | thedrummer/skyfall-36b-v2                            |   $0.50 |        |        |   $0.80 | thedrummer/skyfall-36b-v2                           
OpenRouter                 | Valkyrie 49B V1                                      |   $0.50 |        |        |   $0.80 | valkyrie-49b-v1                                     
OpenRouter                 | Virtuoso Medium V2                                   |   $0.50 |        |        |   $0.80 | virtuoso-medium-v2                                  
HuggingFace (together)     | Qwen3-Next-80B-A3B-Instruct                          |   $0.12 |        |        |   $1.20 | Qwen/Qwen3-Next-80B-A3B-Instruct                    
HuggingFace (together)     | Qwen3-Next-80B-A3B-Thinking                          |   $0.12 |        |        |   $1.20 | Qwen/Qwen3-Next-80B-A3B-Thinking                    
HuggingFace (novita)       | ERNIE-4.5-VL-424B-A47B-Base-PT                       |   $0.34 |        |        |   $1.00 | baidu/ERNIE-4.5-VL-424B-A47B-Base-PT                
HuggingFace (together)     | DeepSeek-V3                                          |   $0.32 |        |        |   $1.04 | deepseek-ai/DeepSeek-V3                             
OpenRouter                 | deepseek/deepseek-chat-v3-0324                       |   $0.27 |        |        |   $1.10 | deepseek/deepseek-chat-v3-0324                      
Groq                       | llama-3.1-405b-reasoning                             |   $0.59 |        |        |   $0.79 | llama-3.1-405b-reasoning                            
Groq                       | llama-3.1-70b-versatile                              |   $0.59 |        |        |   $0.79 | llama-3.1-70b-versatile                             
Groq                       | Llama 3.3 70B Versatile 128k                         |   $0.59 |        |        |   $0.79 | llama-3.3-70b-versatile                             
Groq                       | llama3-70b-8192                                      |   $0.59 |        |        |   $0.79 | llama3-70b-8192                                     
HuggingFace (together)     | Llama-3.3-70B-Instruct                               |   $0.59 |        |        |   $0.79 | meta-llama/Llama-3.3-70B-Instruct                   
HuggingFace (novita)       | GLM-4.5-Air                                          |   $0.20 |        |        |   $1.20 | zai-org/GLM-4.5-Air                                 
Mistral                    | Mixtral 8x7B                                         |   $0.70 |        |        |   $0.70 | mixtral-8x7b                                        
OpenRouter                 | Caller Large                                         |   $0.55 |        |        |   $0.85 | caller-large                                        
OpenRouter                 | qwen/qwen2.5-vl-72b-instruct                         |   $0.70 |        |        |   $0.70 | qwen/qwen2.5-vl-72b-instruct                        
AWS Bedrock                | Llama 3.1 70B Instruct                               |   $0.72 |        |        |   $0.72 | meta.llama3-1-70b-instruct-v1:0                     
AWS Bedrock                | Llama 3.2 90B Instruct                               |   $0.72 |        |        |   $0.72 | meta.llama3-2-90b-instruct-v1:0                     
AWS Bedrock                | Llama 3.3 70B Instruct                               |   $0.72 |        |        |   $0.72 | meta.llama3-3-70b-instruct-v1:0                     
HuggingFace (novita)       | Qwen3-VL-235B-A22B-Instruct                          |   $0.24 |        |        |   $1.20 | Qwen/Qwen3-VL-235B-A22B-Instruct                    
OpenRouter                 | Llama 3 Lumimaid 8B                                  |   $0.20 |        |        |   $1.25 | llama-3-lumimaid-8b                                 
OpenRouter                 | Lumimaid v0.2 8B                                     |   $0.20 |        |        |   $1.25 | llama-3.1-lumimaid-8b                               
OpenRouter                 | Claude Haiku 3                                       |   $0.25 |  $0.30 |  $0.03 |   $1.25 | claude-3-haiku                                      
AWS Bedrock                | regional.anthropic.claude-3-haiku-20240307-v1:0      |   $0.25 |        |        |   $1.25 | regional.anthropic.claude-3-haiku-20240307-v1:0     
OpenRouter                 | claude-3-haiku                                       |   $0.25 |  $0.30 |  $0.03 |   $1.25 | claude-3-haiku                                      
Groq                       | llama2-70b-4096                                      |   $0.70 |        |        |   $0.80 | llama2-70b-4096                                     
HuggingFace (sambanova)    | DeepSeek-R1-Distill-Llama-70B                        |   $0.75 |        |        |   $0.75 | deepseek-ai/DeepSeek-R1-Distill-Llama-70B           
OpenAI                     | ft:gpt-4o-mini                                       |   $0.30 |        |        |   $1.20 | ft:gpt-4o-mini                                      
OpenAI                     | gpt-4o-mini-2024-07-18.ft-                           |   $0.30 |        |        |   $1.20 | gpt-4o-mini-2024-07-18.ft-                          
OpenRouter                 | anthropic/claude-3-haiku                             |   $0.25 |        |        |   $1.25 | anthropic/claude-3-haiku                            
OpenRouter                 | Claude 3 Haiku                                       |   $0.25 |  $0.30 |  $0.03 |   $1.25 | claude-3-haiku                                      
OpenRouter                 | Hermes 3 405B Instruct                               |   $0.70 |        |        |   $0.80 | hermes-3-llama-3.1-405b                             
OpenRouter                 | Llama 3.1 Euryale 70B v2.2                           |   $0.70 |        |        |   $0.80 | l3.1-euryale-70b                                    
OpenRouter                 | Llama 3.3 Euryale 70B                                |   $0.70 |        |        |   $0.80 | l3.3-euryale-70b                                    
OpenRouter                 | sao10k/l3.1-euryale-70b                              |   $0.70 |        |        |   $0.80 | sao10k/l3.1-euryale-70b                             
OpenRouter                 | sao10k/l3.3-euryale-70b                              |   $0.70 |        |        |   $0.80 | sao10k/l3.3-euryale-70b                             
Together AI                | codellama/CodeLlama-34b-Instruct-hf                  |   $0.78 |        |        |   $0.78 | codellama/CodeLlama-34b-Instruct-hf                 
Groq                       | llama-3.3-70b-specdec                                |   $0.59 |        |        |   $0.99 | llama-3.3-70b-specdec                               
Groq                       | mistral-saba-24b                                     |   $0.79 |        |        |   $0.79 | mistral-saba-24b                                    
OpenRouter                 | deepseek/deepseek-r1-distill-llama-70b               |   $0.80 |        |        |   $0.80 | deepseek/deepseek-r1-distill-llama-70b              
OpenRouter                 | sophosympatheia/midnight-rose-70b                    |   $0.80 |        |        |   $0.80 | sophosympatheia/midnight-rose-70b                   
OpenRouter                 | Gemma 2 27B                                          |   $0.80 |        |        |   $0.80 | gemma-2-27b-it                                      
OpenRouter                 | google/gemma-2-27b-it                                |   $0.80 |        |        |   $0.80 | google/gemma-2-27b-it                               
OpenRouter                 | Llama 3.1 405B Instruct                              |   $0.80 |        |        |   $0.80 | llama-3.1-405b-instruct                             
OpenRouter                 | meta-llama/llama-3.1-405b-instruct                   |   $0.80 |        |        |   $0.80 | meta-llama/llama-3.1-405b-instruct                  
OpenRouter                 | Midnight Rose 70B                                    |   $0.80 |        |        |   $0.80 | midnight-rose-70b                                   
OpenRouter                 | nousresearch/hermes-3-llama-3.1-405b                 |   $0.80 |        |        |   $0.80 | nousresearch/hermes-3-llama-3.1-405b                
OpenRouter                 | Qwen-Plus                                            |   $0.40 |        |  $0.16 |   $1.20 | qwen-plus                                           
OpenRouter                 | qwen/qwen-plus                                       |   $0.40 |        |        |   $1.20 | qwen/qwen-plus                                      
OpenRouter                 | sophosympatheia/midnight-rose-70b                    |   $0.80 |        |        |   $0.80 | sophosympatheia/midnight-rose-70b                   
Together AI                | NousResearch/Nous-Hermes-2-Yi-34B                    |   $0.80 |        |        |   $0.80 | NousResearch/Nous-Hermes-2-Yi-34B                   
Together AI                | deepseek-ai/deepseek-coder-33b-instruct              |   $0.80 |        |        |   $0.80 | deepseek-ai/deepseek-coder-33b-instruct             
Together AI                | zero-one-ai/Yi-34B                                   |   $0.80 |        |        |   $0.80 | zero-one-ai/Yi-34B                                  
HuggingFace (together)     | Qwen3-Next-80B-A3B-Instruct                          |   $0.15 |        |        |   $1.50 | Qwen/Qwen3-Next-80B-A3B-Instruct                    
HuggingFace (together)     | Qwen3-Next-80B-A3B-Thinking                          |   $0.15 |        |        |   $1.50 | Qwen/Qwen3-Next-80B-A3B-Thinking                    
OpenRouter                 | steelskull/l3.3-electra-r1-70b                       |   $0.70 |        |        |   $0.95 | steelskull/l3.3-electra-r1-70b                      
OpenRouter                 | pygmalionai/mythalion-13b                            |   $0.56 |        |        |   $1.12 | pygmalionai/mythalion-13b                           
OpenRouter                 | undi95/remm-slerp-l2-13b                             |   $0.56 |        |        |   $1.12 | undi95/remm-slerp-l2-13b                            
OpenRouter                 | latitudegames/wayfarer-large-70b-llama-3.3           |   $0.80 |        |        |   $0.90 | latitudegames/wayfarer-large-70b-llama-3.3          
OpenRouter                 | DeepSeek R1 Distill Llama 70B                        |   $0.75 |        |        |   $0.99 | deepseek-r1-distill-llama-70b                       
HuggingFace (together)     | cogito-v2-preview-llama-70B                          |   $0.88 |        |        |   $0.88 | deepcogito/cogito-v2-preview-llama-70B              
HuggingFace (together)     | Llama-3.3-70B-Instruct                               |   $0.88 |        |        |   $0.88 | meta-llama/Llama-3.3-70B-Instruct                   
HuggingFace (together)     | Meta-Llama-3-70B-Instruct                            |   $0.88 |        |        |   $0.88 | meta-llama/Meta-Llama-3-70B-Instruct                
OpenRouter                 | Typhoon2 70B Instruct                                |   $0.88 |        |        |   $0.88 | llama3.1-typhoon2-70b-instruct                      
OpenRouter                 | scb10x/llama3.1-typhoon2-70b-instruct                |   $0.88 |        |        |   $0.88 | scb10x/llama3.1-typhoon2-70b-instruct               
Together AI                | meta-llama/Llama-3.3-70B-Instruct-Turbo              |   $0.88 |        |        |   $0.88 | meta-llama/Llama-3.3-70B-Instruct-Turbo             
Together AI                | meta-llama/Meta-Llama-3-70B-Instruct-Turbo           |   $0.88 |        |        |   $0.88 | meta-llama/Meta-Llama-3-70B-Instruct-Turbo          
Together AI                | meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo         |   $0.88 |        |        |   $0.88 | meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo        
Together AI                | meta-llama/Meta-Llama-3.3-70B-Instruct-Turbo         |   $0.88 |        |        |   $0.88 | meta-llama/Meta-Llama-3.3-70B-Instruct-Turbo        
Groq                       | llama3-groq-70b-8192-tool-use-preview                |   $0.89 |        |        |   $0.89 | llama3-groq-70b-8192-tool-use-preview               
Novita                     | deepseek/deepseek_v3                                 |   $0.89 |        |        |   $0.89 | deepseek/deepseek_v3                                
HuggingFace (novita)       | Qwen3-235B-A22B-Instruct-2507                        |   $0.60 |        |        |   $1.20 | Qwen/Qwen3-235B-A22B-Instruct-2507                  
HuggingFace (together)     | Llama-3.3-70B-Instruct                               |   $0.60 |        |        |   $1.20 | meta-llama/Llama-3.3-70B-Instruct                   
HuggingFace (sambanova)    | Llama-3.3-Swallow-70B-Instruct-v0.4                  |   $0.60 |        |        |   $1.20 | tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4   
Fireworks                  | Deepseek V3 03-24                                    |   $0.90 |        |        |   $0.90 | deepseek-v3-0324                                    
Fireworks                  | Qwen2.5-VL 72B Instruct                              |   $0.90 |        |        |   $0.90 | qwen2p5-vl-72b-instruct                             
Groq                       | llama-3.2-90b-text-preview                           |   $0.90 |        |        |   $0.90 | llama-3.2-90b-text-preview                          
Groq                       | llama-3.2-90b-vision-preview                         |   $0.90 |        |        |   $0.90 | llama-3.2-90b-vision-preview                        
HuggingFace (fireworks-ai) | Dobby-Unhinged-Llama-3.3-70B                         |   $0.90 |        |        |   $0.90 | SentientAGI/Dobby-Unhinged-Llama-3.3-70B            
HuggingFace (sambanova)    | DeepSeek-V3-0324                                     |   $0.90 |        |        |   $0.90 | deepseek-ai/DeepSeek-V3-0324                        
HuggingFace (hyperbolic)   | Llama-3.1-70B-Instruct                               |   $0.90 |        |        |   $0.90 | meta-llama/Llama-3.1-70B-Instruct                   
HuggingFace (together)     | Llama-3.3-70B-Instruct                               |   $0.90 |        |        |   $0.90 | meta-llama/Llama-3.3-70B-Instruct                   
OpenRouter                 | Mixtral 8x22B Instruct                               |   $0.90 |        |        |   $0.90 | mixtral-8x22b-instruct                              
OpenRouter                 | cognitivecomputations/dolphin-mixtral-8x22b          |   $0.90 |        |        |   $0.90 | cognitivecomputations/dolphin-mixtral-8x22b         
OpenRouter                 | Anubis Pro 105B V1                                   |   $0.80 |        |        |   $1.00 | anubis-pro-105b-v1                                  
OpenRouter                 | cognitivecomputations/dolphin-mixtral-8x22b          |   $0.90 |        |        |   $0.90 | cognitivecomputations/dolphin-mixtral-8x22b         
OpenRouter                 | Dolphin 2.9.2 Mixtral 8x22B 🐬                        |   $0.90 |        |        |   $0.90 | dolphin-mixtral-8x22b                               
OpenRouter                 | meta-llama/llama-2-70b-chat                          |   $0.90 |        |        |   $0.90 | meta-llama/llama-2-70b-chat                         
OpenRouter                 | meta-llama/llama-3.2-90b-vision-instruct             |   $0.90 |        |        |   $0.90 | meta-llama/llama-3.2-90b-vision-instruct            
OpenRouter                 | mistralai/mixtral-8x22b-instruct                     |   $0.90 |        |        |   $0.90 | mistralai/mixtral-8x22b-instruct                    
OpenRouter                 | Mixtral 8x22B Instruct                               |   $0.90 |        |        |   $0.90 | mixtral-8x22b-instruct                              
OpenRouter                 | Qwen 2 72B Instruct                                  |   $0.90 |        |        |   $0.90 | qwen-2-72b-instruct                                 
OpenRouter                 | qwen/qwen-2-72b-instruct                             |   $0.90 |        |        |   $0.90 | qwen/qwen-2-72b-instruct                            
OpenRouter                 | qwen/qwen2.5-vl-32b-instruct                         |   $0.90 |        |        |   $0.90 | qwen/qwen2.5-vl-32b-instruct                        
OpenRouter                 | Qwen2.5 VL 32B Instruct                              |   $0.90 |        |        |   $0.90 | qwen2.5-vl-32b-instruct                             
OpenRouter                 | thedrummer/anubis-pro-105b-v1                        |   $0.80 |        |        |   $1.00 | thedrummer/anubis-pro-105b-v1                       
Together AI                | NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO          |   $0.90 |        |        |   $0.90 | NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO         
Together AI                | NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT          |   $0.90 |        |        |   $0.90 | NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT         
Together AI                | Qwen/Qwen1.5-72B                                     |   $0.90 |        |        |   $0.90 | Qwen/Qwen1.5-72B                                    
Together AI                | codellama/CodeLlama-70b-Instruct-hf                  |   $0.90 |        |        |   $0.90 | codellama/CodeLlama-70b-Instruct-hf                 
Together AI                | garage-bAInd/Platypus2-70B-instruct                  |   $0.90 |        |        |   $0.90 | garage-bAInd/Platypus2-70B-instruct                 
Together AI                | meta-llama/Llama-2-70b-chat-hf                       |   $0.90 |        |        |   $0.90 | meta-llama/Llama-2-70b-chat-hf                      
Together AI                | meta-llama/Llama-3-70b-chat-hf                       |   $0.90 |        |        |   $0.90 | meta-llama/Llama-3-70b-chat-hf                      
Together AI                | mistralai/Mixtral-8x7B-Instruct-v0.1                 |   $0.90 |        |        |   $0.90 | mistralai/Mixtral-8x7B-Instruct-v0.1                
Together AI                | mistralai/Mixtral-8x7B-v0.1                          |   $0.90 |        |        |   $0.90 | mistralai/Mixtral-8x7B-v0.1                         
OpenRouter                 | z-ai/glm-4.5                                         |   $0.35 |        |        |   $1.55 | z-ai/glm-4.5                                        
HuggingFace (novita)       | GLM-4.5V                                             |   $0.48 |        |        |   $1.44 | zai-org/GLM-4.5V                                    
OpenRouter                 | MiniMax M1                                           |   $0.30 |        |        |   $1.65 | minimax-m1                                          
OpenRouter                 | Virtuoso Large                                       |   $0.75 |        |        |   $1.20 | virtuoso-large                                      
OpenAI                     | curie                                                |   $2.00 |        |        |         | curie                                               
OpenAI                     | davinci                                              |   $2.00 |        |        |         | davinci                                             
Microsoft Azure            | gpt-3.5-turbo-0125                                   |   $0.50 |        |        |   $1.50 | gpt-3.5-turbo-0125                                  
OpenRouter                 | gpt-4.1-mini                                         |   $0.40 |        |  $0.10 |   $1.60 | gpt-4.1-mini                                        
OpenRouter                 | Phi-3 Medium 128K Instruct                           |   $1.00 |        |        |   $1.00 | phi-3-medium-128k-instruct                          
Mistral                    | Magistral Small                                      |   $0.50 |        |        |   $1.50 | magistral-small                                     
OpenRouter                 | gpt 3.5 turbo                                        |   $0.50 |        |        |   $1.50 | gpt-3.5-turbo                                       
OpenRouter                 | gpt 4.1 mini                                         |   $0.40 |        |  $0.10 |   $1.60 | gpt-4.1-mini                                        
OpenRouter                 | aetherwiing/mn-starcannon-12b                        |   $0.80 |        |        |   $1.20 | aetherwiing/mn-starcannon-12b                       
OpenRouter                 | alfredpros/codellama-7b-instruct-solidity            |   $0.80 |        |        |   $1.20 | alfredpros/codellama-7b-instruct-solidity           
OpenRouter                 | CodeLLaMa 7B Instruct Solidity                       |   $0.80 |        |        |   $1.20 | codellama-7b-instruct-solidity                      
OpenRouter                 | cohere/command-r                                     |   $0.50 |        |        |   $1.50 | cohere/command-r                                    
OpenRouter                 | Command R                                            |   $0.50 |        |        |   $1.50 | command-r                                           
OpenRouter                 | eleutherai/llemma_7b                                 |   $0.80 |        |        |   $1.20 | eleutherai/llemma_7b                                
OpenRouter                 | Fimbulvetr 11B v2                                    |   $0.80 |        |        |   $1.20 | fimbulvetr-11b-v2                                   
OpenRouter                 | google/gemini-pro                                    |   $0.50 |        |        |   $1.50 | google/gemini-pro                                   
OpenRouter                 | GPT-3.5 Turbo                                        |   $0.50 |        |        |   $1.50 | gpt-3.5-turbo                                       
OpenRouter                 | GPT-4.1 Mini                                         |   $0.40 |        |  $0.10 |   $1.60 | gpt-4.1-mini                                        
OpenRouter                 | infermatic/mn-inferor-12b                            |   $0.80 |        |        |   $1.20 | infermatic/mn-inferor-12b                           
Perplexity                 | Llama 3.1 Sonar 70B Online                           |   $1.00 |        |        |   $1.00 | llama-3.1-sonar-large-128k-online                   
OpenRouter                 | Llemma 7b                                            |   $0.80 |        |        |   $1.20 | llemma_7b                                           
OpenRouter                 | Magistral Small 2506                                 |   $0.50 |        |        |   $1.50 | magistral-small-2506                                
OpenRouter                 | microsoft/phi-3-medium-128k-instruct                 |   $1.00 |        |        |   $1.00 | microsoft/phi-3-medium-128k-instruct                
OpenRouter                 | Mistral Nemo 12B Celeste                             |   $0.80 |        |        |   $1.20 | mn-celeste-12b                                      
OpenRouter                 | Mistral Nemo Inferor 12B                             |   $0.80 |        |        |   $1.20 | mn-inferor-12b                                      
OpenRouter                 | Starcannon 12B                                       |   $0.80 |        |        |   $1.20 | mn-starcannon-12b                                   
OpenRouter                 | Mythalion 13B                                        |   $0.80 |        |        |   $1.20 | mythalion-13b                                       
OpenRouter                 | nothingiisreal/mn-celeste-12b                        |   $0.80 |        |        |   $1.20 | nothingiisreal/mn-celeste-12b                       
OpenRouter                 | openai/gpt-3.5-turbo                                 |   $0.50 |        |        |   $1.50 | openai/gpt-3.5-turbo                                
OpenRouter                 | openai/gpt-4.1-mini                                  |   $0.40 |        |        |   $1.60 | openai/gpt-4.1-mini                                 
OpenRouter                 | perplexity/llama-3.1-sonar-large-128k-online         |   $1.00 |        |        |   $1.00 | perplexity/llama-3.1-sonar-large-128k-online        
OpenRouter                 | perplexity/sonar                                     |   $1.00 |        |        |   $1.00 | perplexity/sonar                                    
OpenRouter                 | Phi-3 Medium 128K Instruct                           |   $1.00 |        |        |   $1.00 | phi-3-medium-128k-instruct                          
OpenRouter                 | ReMM SLERP 13B                                       |   $0.80 |        |        |   $1.20 | remm-slerp-l2-13b                                   
OpenRouter                 | sao10k/fimbulvetr-11b-v2                             |   $0.80 |        |        |   $1.20 | sao10k/fimbulvetr-11b-v2                            
Perplexity                 | Sonar                                                |   $1.00 |        |        |   $1.00 | sonar                                               
OpenRouter                 | Toppy M 7B                                           |   $0.80 |        |        |   $1.20 | toppy-m-7b                                          
